post_code,city,province
5550,Vresse-sur-Semois,Namur
5550,Vresse-sur-Semois,Namur
5550,Vresse-sur-Semois,Namur
5550,Vresse-sur-Semois,Namur
5550,Vresse-sur-Semois,Namur
5550,Vresse-sur-Semois,Namur
5550,Vresse-sur-Semois,Namur
5550,Vresse-sur-Semois,Namur
5550,Vresse-sur-Semois,Namur
5555,Bièvre,Namur
5555,Bièvre,Namur
5555,Bièvre,Namur
5555,Bièvre,Namur
5555,Bièvre,Namur
5555,Bièvre,Namur
5555,Bièvre,Namur
5555,Bièvre,Namur
5555,Bièvre,Namur
5560,Houyet,Namur
5560,Houyet,Namur
5560,Houyet,Namur
5560,Houyet,Namur
5560,Houyet,Namur
5561,Houyet,Namur
5562,Houyet,Namur
5563,Houyet,Namur
5564,Houyet,Namur
5570,Beauraing,Namur
5570,Beauraing,Namur
5570,Beauraing,Namur
5570,Beauraing,Namur
5570,Beauraing,Namur
5570,Beauraing,Namur
5570,Beauraing,Namur
5570,Beauraing,Namur
5570,Beauraing,Namur
5571,Beauraing,Namur
5572,Beauraing,Namur
5573,Beauraing,Namur
5574,Beauraing,Namur
5575,Gedinne,Namur
5575,Gedinne,Namur
5575,Gedinne,Namur
5575,Gedinne,Namur
5575,Gedinne,Namur
5575,Gedinne,Namur
5575,Gedinne,Namur
5575,Gedinne,Namur
5575,Gedinne,Namur
5575,Gedinne,Namur
5575,Gedinne,Namur
5576,Beauraing,Namur
5580,Rochefort,Namur
5580,Rochefort,Namur
5580,Rochefort,Namur
5580,Rochefort,Namur
5580,Rochefort,Namur
5580,Rochefort,Namur
5580,Rochefort,Namur
5580,Rochefort,Namur
5580,Rochefort,Namur
5580,Rochefort,Namur
5590,Ciney,Namur
5590,Ciney,Namur
5590,Ciney,Namur
5590,Ciney,Namur
5590,Ciney,Namur
5590,Ciney,Namur
5590,Ciney,Namur
5590,Ciney,Namur
5600,Philippeville,Namur
5600,Philippeville,Namur
5600,Philippeville,Namur
5600,Philippeville,Namur
5600,Philippeville,Namur
5600,Philippeville,Namur
5600,Philippeville,Namur
5600,Philippeville,Namur
5600,Philippeville,Namur
5600,Philippeville,Namur
5600,Philippeville,Namur
5600,Philippeville,Namur
5600,Philippeville,Namur
5600,Philippeville,Namur
5600,Philippeville,Namur
5600,Philippeville,Namur
5620,Florennes,Namur
5620,Florennes,Namur
5620,Florennes,Namur
5620,Florennes,Namur
5620,Florennes,Namur
5620,Florennes,Namur
5621,Florennes,Namur
5621,Florennes,Namur
5621,Florennes,Namur
5621,Florennes,Namur
5630,Cerfontaine,Namur
5630,Cerfontaine,Namur
5630,Cerfontaine,Namur
5630,Cerfontaine,Namur
5630,Cerfontaine,Namur
5640,Mettet,Namur
5640,Mettet,Namur
5640,Mettet,Namur
5640,Mettet,Namur
5640,Mettet,Namur
5641,Mettet,Namur
5644,Mettet,Namur
5646,Mettet,Namur
5650,Walcourt,Namur
5650,Walcourt,Namur
5650,Walcourt,Namur
5650,Walcourt,Namur
5650,Walcourt,Namur
5650,Walcourt,Namur
5650,Walcourt,Namur
5650,Walcourt,Namur
5651,Walcourt,Namur
5651,Walcourt,Namur
5651,Walcourt,Namur
5651,Walcourt,Namur
5651,Walcourt,Namur
5651,Walcourt,Namur
5651,Walcourt,Namur
5660,Couvin,Namur
5660,Couvin,Namur
5660,Couvin,Namur
5660,Couvin,Namur
5660,Couvin,Namur
5660,Couvin,Namur
5660,Couvin,Namur
5660,Couvin,Namur
5660,Couvin,Namur
5660,Couvin,Namur
5660,Couvin,Namur
5660,Couvin,Namur
5660,Couvin,Namur
5670,Viroinval,Namur
5670,Viroinval,Namur
5670,Viroinval,Namur
5670,Viroinval,Namur
5670,Viroinval,Namur
5670,Viroinval,Namur
5670,Viroinval,Namur
5670,Viroinval,Namur
5680,Doische,Namur
5680,Doische,Namur
5680,Doische,Namur
5680,Doische,Namur
5680,Doische,Namur
5680,Doische,Namur
5680,Doische,Namur
5680,Doische,Namur
5680,Doische,Namur
6001,Charleroi,Hainaut
6010,Charleroi,Hainaut
6020,Charleroi,Hainaut
6030,Charleroi,Hainaut
6030,Charleroi,Hainaut
6031,Charleroi,Hainaut
6032,Charleroi,Hainaut
6040,Charleroi,Hainaut
6041,Charleroi,Hainaut
6042,Charleroi,Hainaut
6043,Charleroi,Hainaut
6044,Charleroi,Hainaut
6060,Charleroi,Hainaut
6061,Charleroi,Hainaut
6111,Montigny-le-Tilleul,Hainaut
6120,Ham-sur-Heure-Nalinnes,Hainaut
6120,Ham-sur-Heure-Nalinnes,Hainaut
6120,Ham-sur-Heure-Nalinnes,Hainaut
6120,Ham-sur-Heure-Nalinnes,Hainaut
6120,Ham-sur-Heure-Nalinnes,Hainaut
6141,Fontaine-l'Évêque,Hainaut
6142,Fontaine-l'Évêque,Hainaut
6181,Courcelles,Hainaut
6182,Courcelles,Hainaut
6183,Courcelles,Hainaut
6200,Châtelet,Hainaut
6200,Châtelet,Hainaut
6210,Les Bons Villers,Hainaut
6210,Les Bons Villers,Hainaut
6210,Les Bons Villers,Hainaut
6210,Les Bons Villers,Hainaut
6211,Les Bons Villers,Hainaut
6220,Fleurus,Hainaut
6220,Fleurus,Hainaut
6220,Fleurus,Hainaut
6221,Fleurus,Hainaut
6222,Fleurus,Hainaut
6223,Fleurus,Hainaut
6224,Fleurus,Hainaut
6230,Pont-à-Celles,Hainaut
6230,Pont-à-Celles,Hainaut
6230,Pont-à-Celles,Hainaut
6230,Pont-à-Celles,Hainaut
6238,Pont-à-Celles,Hainaut
6238,Pont-à-Celles,Hainaut
6240,Farciennes,Hainaut
6250,Aiseau-Presles,Hainaut
6250,Aiseau-Presles,Hainaut
6250,Aiseau-Presles,Hainaut
6250,Aiseau-Presles,Hainaut
6280,Gerpinnes,Hainaut
6280,Gerpinnes,Hainaut
6280,Gerpinnes,Hainaut
6280,Gerpinnes,Hainaut
6280,Gerpinnes,Hainaut
6440,Froidchapelle,Hainaut
6440,Froidchapelle,Hainaut
6440,Froidchapelle,Hainaut
6441,Froidchapelle,Hainaut
6460,Chimay,Hainaut
6460,Chimay,Hainaut
6460,Chimay,Hainaut
6460,Chimay,Hainaut
6460,Chimay,Hainaut
6461,Chimay,Hainaut
6462,Chimay,Hainaut
6463,Chimay,Hainaut
6464,Chimay,Hainaut
6464,Chimay,Hainaut
6464,Chimay,Hainaut
6464,Chimay,Hainaut
6464,Chimay,Hainaut
6470,Sivry-Rance,Hainaut
6470,Sivry-Rance,Hainaut
6470,Sivry-Rance,Hainaut
6470,Sivry-Rance,Hainaut
6470,Sivry-Rance,Hainaut
6500,Beaumont,Hainaut
6500,Beaumont,Hainaut
6500,Beaumont,Hainaut
6500,Beaumont,Hainaut
6500,Beaumont,Hainaut
6500,Beaumont,Hainaut
6511,Beaumont,Hainaut
6530,Thuin,Hainaut
6531,Thuin,Hainaut
6532,Thuin,Hainaut
6533,Thuin,Hainaut
6534,Thuin,Hainaut
6536,Thuin,Hainaut
6536,Thuin,Hainaut
6540,Lobbes,Hainaut
6542,Lobbes,Hainaut
6543,Lobbes,Hainaut
6560,Erquelinnes,Hainaut
6560,Erquelinnes,Hainaut
6560,Erquelinnes,Hainaut
6560,Erquelinnes,Hainaut
6560,Erquelinnes,Hainaut
6567,Merbes-le-Château,Hainaut
6567,Merbes-le-Château,Hainaut
6567,Merbes-le-Château,Hainaut
6591,Momignies,Hainaut
6592,Momignies,Hainaut
6593,Momignies,Hainaut
6594,Momignies,Hainaut
6596,Momignies,Hainaut
6596,Momignies,Hainaut
6600,Bastogne,Luxembourg
6600,Bastogne,Luxembourg
6600,Bastogne,Luxembourg
6600,Bastogne,Luxembourg
6637,Fauvillers,Luxembourg
6637,Fauvillers,Luxembourg
6640,Vaux-sur-Sûre,Luxembourg
6640,Vaux-sur-Sûre,Luxembourg
6640,Vaux-sur-Sûre,Luxembourg
6640,Vaux-sur-Sûre,Luxembourg
6640,Vaux-sur-Sûre,Luxembourg
6642,Vaux-sur-Sûre,Luxembourg
6660,Houffalize,Luxembourg
6661,Houffalize,Luxembourg
6661,Houffalize,Luxembourg
6662,Houffalize,Luxembourg
6663,Houffalize,Luxembourg
6666,Houffalize,Luxembourg
6670,Gouvy,Luxembourg
6671,Gouvy,Luxembourg
6672,Gouvy,Luxembourg
6673,Gouvy,Luxembourg
6674,Gouvy,Luxembourg
6680,Sainte-Ode,Luxembourg
6680,Sainte-Ode,Luxembourg
6681,Sainte-Ode,Luxembourg
6686,Bertogne,Luxembourg
6688,Bertogne,Luxembourg
6690,Vielsalm,Luxembourg
6692,Vielsalm,Luxembourg
6698,Vielsalm,Luxembourg
6700,Arlon,Luxembourg
6700,Arlon,Luxembourg
6700,Arlon,Luxembourg
6704,Arlon,Luxembourg
6706,Arlon,Luxembourg
6717,Attert,Luxembourg
6717,Attert,Luxembourg
6717,Attert,Luxembourg
6717,Attert,Luxembourg
6720,Habay,Luxembourg
6720,Habay,Luxembourg
6721,Habay,Luxembourg
6723,Habay,Luxembourg
6724,Habay,Luxembourg
6724,Habay,Luxembourg
6730,Tintigny,Luxembourg
6730,Tintigny,Luxembourg
6730,Tintigny,Luxembourg
6740,Étalle,Luxembourg
6740,Étalle,Luxembourg
6741,Étalle,Luxembourg
6742,Étalle,Luxembourg
6743,Étalle,Luxembourg
6747,Saint-Léger,Luxembourg
6747,Saint-Léger,Luxembourg
6750,Musson,Luxembourg
6760,Virton,Luxembourg
6760,Virton,Luxembourg
6760,Virton,Luxembourg
6761,Virton,Luxembourg
6762,Virton,Luxembourg
6767,Rouvroy,Luxembourg
6767,Rouvroy,Luxembourg
6767,Rouvroy,Luxembourg
6767,Rouvroy,Luxembourg
6769,Meix-devant-Virton,Luxembourg
6769,Meix-devant-Virton,Luxembourg
6769,Meix-devant-Virton,Luxembourg
6769,Meix-devant-Virton,Luxembourg
6780,Messancy,Luxembourg
6780,Messancy,Luxembourg
6781,Messancy,Luxembourg
6782,Messancy,Luxembourg
6791,Aubange,Luxembourg
6792,Aubange,Luxembourg
6792,Aubange,Luxembourg
6800,Libramont-Chevigny,Luxembourg
6800,Libramont-Chevigny,Luxembourg
6800,Libramont-Chevigny,Luxembourg
6800,Libramont-Chevigny,Luxembourg
6800,Libramont-Chevigny,Luxembourg
6800,Libramont-Chevigny,Luxembourg
6800,Libramont-Chevigny,Luxembourg
6800,Libramont-Chevigny,Luxembourg
6810,Chiny,Luxembourg
6810,Chiny,Luxembourg
6811,Chiny,Luxembourg
6812,Chiny,Luxembourg
6813,Chiny,Luxembourg
6820,Florenville,Luxembourg
6820,Florenville,Luxembourg
6820,Florenville,Luxembourg
6821,Florenville,Luxembourg
6823,Florenville,Luxembourg
6824,Florenville,Luxembourg
6830,Bouillon,Luxembourg
6830,Bouillon,Luxembourg
6830,Bouillon,Luxembourg
6831,Bouillon,Luxembourg
6832,Bouillon,Luxembourg
6833,Bouillon,Luxembourg
6833,Bouillon,Luxembourg
6834,Bouillon,Luxembourg
6836,Bouillon,Luxembourg
6838,Bouillon,Luxembourg
6840,Neufchâteau,Luxembourg
6840,Neufchâteau,Luxembourg
6840,Neufchâteau,Luxembourg
6840,Neufchâteau,Luxembourg
6840,Neufchâteau,Luxembourg
6850,Paliseul,Luxembourg
6850,Paliseul,Luxembourg
6851,Paliseul,Luxembourg
6852,Paliseul,Luxembourg
6852,Paliseul,Luxembourg
6853,Paliseul,Luxembourg
6856,Paliseul,Luxembourg
6860,Léglise,Luxembourg
6860,Léglise,Luxembourg
6860,Léglise,Luxembourg
6860,Léglise,Luxembourg
6870,Saint-Hubert,Luxembourg
6870,Saint-Hubert,Luxembourg
6870,Saint-Hubert,Luxembourg
6870,Saint-Hubert,Luxembourg
6870,Saint-Hubert,Luxembourg
6880,Bertrix,Luxembourg
6880,Bertrix,Luxembourg
6880,Bertrix,Luxembourg
6880,Bertrix,Luxembourg
6887,Herbeumont,Luxembourg
6887,Herbeumont,Luxembourg
6890,Libin,Luxembourg
6890,Libin,Luxembourg
6890,Libin,Luxembourg
6890,Libin,Luxembourg
6890,Libin,Luxembourg
6890,Libin,Luxembourg
6900,Marche-en-Famenne,Luxembourg
6900,Marche-en-Famenne,Luxembourg
6900,Marche-en-Famenne,Luxembourg
6900,Marche-en-Famenne,Luxembourg
6900,Marche-en-Famenne,Luxembourg
6900,Marche-en-Famenne,Luxembourg
6920,Wellin,Luxembourg
6921,Wellin,Luxembourg
6922,Wellin,Luxembourg
6924,Wellin,Luxembourg
6927,Tellin,Luxembourg
6927,Tellin,Luxembourg
6927,Tellin,Luxembourg
6929,Daverdisse,Luxembourg
6929,Daverdisse,Luxembourg
6929,Daverdisse,Luxembourg
6940,Durbuy,Luxembourg
6940,Durbuy,Luxembourg
6940,Durbuy,Luxembourg
6940,Durbuy,Luxembourg
6941,Durbuy,Luxembourg
6941,Durbuy,Luxembourg
6941,Durbuy,Luxembourg
6941,Durbuy,Luxembourg
6941,Durbuy,Luxembourg
6941,Durbuy,Luxembourg
6941,Durbuy,Luxembourg
6950,Nassogne,Luxembourg
6951,Nassogne,Luxembourg
6952,Nassogne,Luxembourg
6953,Nassogne,Luxembourg
6953,Nassogne,Luxembourg
6953,Nassogne,Luxembourg
6953,Nassogne,Luxembourg
6960,Manhay,Luxembourg
6960,Manhay,Luxembourg
6960,Manhay,Luxembourg
6960,Manhay,Luxembourg
6960,Manhay,Luxembourg
6960,Manhay,Luxembourg
6971,Tenneville,Luxembourg
6972,Tenneville,Luxembourg
6980,La Roche-en-Ardenne,Luxembourg
6982,La Roche-en-Ardenne,Luxembourg
6983,La Roche-en-Ardenne,Luxembourg
6984,La Roche-en-Ardenne,Luxembourg
6986,La Roche-en-Ardenne,Luxembourg
6987,Rendeux,Luxembourg
6987,Rendeux,Luxembourg
6987,Rendeux,Luxembourg
6990,Hotton,Luxembourg
6990,Hotton,Luxembourg
6990,Hotton,Luxembourg
6997,Érezée,Luxembourg
6997,Érezée,Luxembourg
6997,Érezée,Luxembourg
7011,Mons,Hainaut
7012,Mons,Hainaut
7012,Mons,Hainaut
7020,Mons,Hainaut
7020,Mons,Hainaut
7021,Mons,Hainaut
7022,Mons,Hainaut
7022,Mons,Hainaut
7022,Mons,Hainaut
7022,Mons,Hainaut
7022,Mons,Hainaut
7024,Mons,Hainaut
7030,Mons,Hainaut
7031,Mons,Hainaut
7032,Mons,Hainaut
7033,Mons,Hainaut
7034,Mons,Hainaut
7034,Mons,Hainaut
7040,Quévy,Hainaut
7040,Quévy,Hainaut
7040,Quévy,Hainaut
7040,Quévy,Hainaut
7040,Quévy,Hainaut
7040,Quévy,Hainaut
7040,Quévy,Hainaut
7040,Quévy,Hainaut
7041,Quévy,Hainaut
7041,Quévy,Hainaut
7050,Jurbise,Hainaut
7050,Jurbise,Hainaut
7050,Jurbise,Hainaut
7050,Jurbise,Hainaut
7050,Jurbise,Hainaut
7060,Soignies,Hainaut
7061,Soignies,Hainaut
7061,Soignies,Hainaut
7062,Soignies,Hainaut
7063,Soignies,Hainaut
7063,Soignies,Hainaut
7070,Le Roeulx,Hainaut
7070,Le Roeulx,Hainaut
7070,Le Roeulx,Hainaut
7070,Le Roeulx,Hainaut
7080,Frameries,Hainaut
7080,Frameries,Hainaut
7080,Frameries,Hainaut
7080,Frameries,Hainaut
7090,Braine-le-Comte,Hainaut
7090,Braine-le-Comte,Hainaut
7090,Braine-le-Comte,Hainaut
7090,Braine-le-Comte,Hainaut
7090,Braine-le-Comte,Hainaut
7100,La Louvière,Hainaut
7100,La Louvière,Hainaut
7100,La Louvière,Hainaut
7100,La Louvière,Hainaut
7110,La Louvière,Hainaut
7110,La Louvière,Hainaut
7110,La Louvière,Hainaut
7110,La Louvière,Hainaut
7120,Estinnes,Hainaut
7120,Estinnes,Hainaut
7120,Estinnes,Hainaut
7120,Estinnes,Hainaut
7120,Estinnes,Hainaut
7120,Estinnes,Hainaut
7120,Estinnes,Hainaut
7120,Estinnes,Hainaut
7120,Estinnes,Hainaut
7130,Binche,Hainaut
7130,Binche,Hainaut
7131,Binche,Hainaut
7133,Binche,Hainaut
7134,Binche,Hainaut
7134,Binche,Hainaut
7134,Binche,Hainaut
7134,Binche,Hainaut
7140,Morlanwelz,Hainaut
7141,Morlanwelz,Hainaut
7141,Morlanwelz,Hainaut
7160,Chapelle-lez-Herlaimont,Hainaut
7160,Chapelle-lez-Herlaimont,Hainaut
7170,Manage,Hainaut
7170,Manage,Hainaut
7170,Manage,Hainaut
7170,Manage,Hainaut
7181,Seneffe,Hainaut
7181,Seneffe,Hainaut
7181,Seneffe,Hainaut
7181,Seneffe,Hainaut
7190,Écaussinnes,Hainaut
7190,Écaussinnes,Hainaut
7191,Écaussinnes,Hainaut
7301,Boussu,Hainaut
7321,Bernissart,Hainaut
7321,Bernissart,Hainaut
7322,Bernissart,Hainaut
7322,Bernissart,Hainaut
7331,Saint-Ghislain,Hainaut
7332,Saint-Ghislain,Hainaut
7332,Saint-Ghislain,Hainaut
7333,Saint-Ghislain,Hainaut
7334,Saint-Ghislain,Hainaut
7334,Saint-Ghislain,Hainaut
7340,Colfontaine,Hainaut
7340,Colfontaine,Hainaut
7340,Colfontaine,Hainaut
7350,Hensies,Hainaut
7350,Hensies,Hainaut
7350,Hensies,Hainaut
7370,Dour,Hainaut
7370,Dour,Hainaut
7370,Dour,Hainaut
7380,Quiévrain,Hainaut
7382,Quiévrain,Hainaut
7387,Honnelles,Hainaut
7387,Honnelles,Hainaut
7387,Honnelles,Hainaut
7387,Honnelles,Hainaut
7387,Honnelles,Hainaut
7387,Honnelles,Hainaut
7387,Honnelles,Hainaut
7387,Honnelles,Hainaut
7387,Honnelles,Hainaut
7387,Honnelles,Hainaut
7390,Quaregnon,Hainaut
7500,Tournai,Hainaut
7500,Tournai,Hainaut
7501,Tournai,Hainaut
7502,Tournai,Hainaut
7503,Tournai,Hainaut
7504,Tournai,Hainaut
7506,Tournai,Hainaut
7520,Tournai,Hainaut
7520,Tournai,Hainaut
7521,Tournai,Hainaut
7522,Tournai,Hainaut
7522,Tournai,Hainaut
7522,Tournai,Hainaut
7522,Tournai,Hainaut
7530,Tournai,Hainaut
7531,Tournai,Hainaut
7532,Tournai,Hainaut
7533,Tournai,Hainaut
7534,Tournai,Hainaut
7534,Tournai,Hainaut
7536,Tournai,Hainaut
7538,Tournai,Hainaut
7540,Tournai,Hainaut
7540,Tournai,Hainaut
7540,Tournai,Hainaut
7540,Tournai,Hainaut
7542,Tournai,Hainaut
7543,Tournai,Hainaut
7548,Tournai,Hainaut
7601,Péruwelz,Hainaut
7602,Péruwelz,Hainaut
7603,Péruwelz,Hainaut
7604,Péruwelz,Hainaut
7604,Péruwelz,Hainaut
7604,Péruwelz,Hainaut
7604,Péruwelz,Hainaut
7604,Péruwelz,Hainaut
7608,Péruwelz,Hainaut
7611,Rumes,Hainaut
7618,Rumes,Hainaut
7620,Brunehaut,Hainaut
7620,Brunehaut,Hainaut
7620,Brunehaut,Hainaut
7620,Brunehaut,Hainaut
7620,Brunehaut,Hainaut
7621,Brunehaut,Hainaut
7622,Brunehaut,Hainaut
7623,Brunehaut,Hainaut
7624,Brunehaut,Hainaut
7640,Antoing,Hainaut
7640,Antoing,Hainaut
7641,Antoing,Hainaut
7642,Antoing,Hainaut
7643,Antoing,Hainaut
7700,Mouscron,Hainaut
7710,La Louvière,Hainaut
7711,Mouscron,Hainaut
7711,Mouscron,Hainaut
7712,Mouscron,Hainaut
7730,Estaimpuis,Hainaut
7730,Estaimpuis,Hainaut
7730,Estaimpuis,Hainaut
7730,Estaimpuis,Hainaut
7730,Estaimpuis,Hainaut
7730,Estaimpuis,Hainaut
7740,Pecq,Hainaut
7742,Pecq,Hainaut
7743,Pecq,Hainaut
7743,Pecq,Hainaut
7750,Mont-de-l'Enclus,Hainaut
7750,Mont-de-l'Enclus,Hainaut
7750,Mont-de-l'Enclus,Hainaut
7750,Mont-de-l'Enclus,Hainaut
7760,Celles,Hainaut
7760,Celles,Hainaut
7760,Celles,Hainaut
7760,Celles,Hainaut
7760,Celles,Hainaut
7780,Comines-Warneton,Hainaut
7780,Comines-Warneton,Hainaut
7781,Comines-Warneton,Hainaut
7782,Comines-Warneton,Hainaut
7784,Comines-Warneton,Hainaut
7784,Comines-Warneton,Hainaut
7784,Comines-Warneton,Hainaut
7784,Comines-Warneton,Hainaut
7800,Ath,Hainaut
7801,Ath,Hainaut
7802,Ath,Hainaut
7803,Ath,Hainaut
7804,Ath,Hainaut
7804,Ath,Hainaut
7810,Ath,Hainaut
7811,Ath,Hainaut
7812,Ath,Hainaut
7812,Ath,Hainaut
7812,Ath,Hainaut
7812,Ath,Hainaut
7812,Ath,Hainaut
7812,Ath,Hainaut
7822,Ath,Hainaut
7822,Ath,Hainaut
7822,Ath,Hainaut
7823,Ath,Hainaut
7830,Silly,Hainaut
7830,Silly,Hainaut
7830,Silly,Hainaut
7830,Silly,Hainaut
7830,Silly,Hainaut
7830,Silly,Hainaut
7830,Silly,Hainaut
7850,Enghien,Hainaut
7850,Enghien,Hainaut
7850,Enghien,Hainaut
7850,Enghien,Hainaut
7861,Lessines,Hainaut
7861,Lessines,Hainaut
7862,Lessines,Hainaut
7863,Lessines,Hainaut
7864,Lessines,Hainaut
7866,Lessines,Hainaut
7866,Lessines,Hainaut
7870,Lens,Hainaut
7870,Lens,Hainaut
7870,Lens,Hainaut
7870,Lens,Hainaut
7890,Ellezelles,Hainaut
7890,Ellezelles,Hainaut
7900,Leuze-en-Hainaut,Hainaut
7900,Leuze-en-Hainaut,Hainaut
7901,Leuze-en-Hainaut,Hainaut
7903,Leuze-en-Hainaut,Hainaut
7903,Leuze-en-Hainaut,Hainaut
7903,Leuze-en-Hainaut,Hainaut
7904,Leuze-en-Hainaut,Hainaut
7904,Leuze-en-Hainaut,Hainaut
7904,Leuze-en-Hainaut,Hainaut
7906,Leuze-en-Hainaut,Hainaut
7910,Frasnes-lez-Anvaing,Hainaut
7910,Frasnes-lez-Anvaing,Hainaut
7910,Frasnes-lez-Anvaing,Hainaut
7910,Frasnes-lez-Anvaing,Hainaut
7910,Frasnes-lez-Anvaing,Hainaut
7910,Frasnes-lez-Anvaing,Hainaut
7910,Frasnes-lez-Anvaing,Hainaut
7911,Frasnes-lez-Anvaing,Hainaut
7911,Frasnes-lez-Anvaing,Hainaut
7911,Frasnes-lez-Anvaing,Hainaut
7911,Frasnes-lez-Anvaing,Hainaut
7911,Frasnes-lez-Anvaing,Hainaut
7911,Frasnes-lez-Anvaing,Hainaut
7911,Frasnes-lez-Anvaing,Hainaut
7912,Frasnes-lez-Anvaing,Hainaut
7912,Frasnes-lez-Anvaing,Hainaut
7940,Brugelette,Hainaut
7941,Brugelette,Hainaut
7942,Brugelette,Hainaut
7943,Brugelette,Hainaut
7950,Chièvres,Hainaut
7950,Chièvres,Hainaut
7950,Chièvres,Hainaut
7950,Chièvres,Hainaut
7951,Chièvres,Hainaut
7971,Beloeil,Hainaut
7971,Beloeil,Hainaut
7971,Beloeil,Hainaut
7971,Beloeil,Hainaut
7972,Beloeil,Hainaut
7972,Beloeil,Hainaut
7972,Beloeil,Hainaut
7973,Beloeil,Hainaut
7973,Beloeil,Hainaut
8000,Brugge,West-Vlaanderen
8020,Oostkamp,West-Vlaanderen
8020,Oostkamp,West-Vlaanderen
8020,Oostkamp,West-Vlaanderen
8200,Brugge,West-Vlaanderen
8200,Brugge,West-Vlaanderen
8210,Zedelgem,West-Vlaanderen
8210,Zedelgem,West-Vlaanderen
8211,Zedelgem,West-Vlaanderen
8300,Knokke-Heist,West-Vlaanderen
8300,Knokke-Heist,West-Vlaanderen
8301,Knokke-Heist,West-Vlaanderen
8301,Knokke-Heist,West-Vlaanderen
8310,Brugge,West-Vlaanderen
8310,Brugge,West-Vlaanderen
8340,Damme,West-Vlaanderen
8340,Damme,West-Vlaanderen
8340,Damme,West-Vlaanderen
8340,Damme,West-Vlaanderen
8340,Damme,West-Vlaanderen
8370,Blankenberge,West-Vlaanderen
8377,Zuienkerke,West-Vlaanderen
8377,Zuienkerke,West-Vlaanderen
8377,Zuienkerke,West-Vlaanderen
8380,Brugge,West-Vlaanderen
8380,Brugge,West-Vlaanderen
8400,Oostende,West-Vlaanderen
8400,Oostende,West-Vlaanderen
8420,De Haan,West-Vlaanderen
8420,De Haan,West-Vlaanderen
8421,De Haan,West-Vlaanderen
8431,Middelkerke,West-Vlaanderen
8432,Middelkerke,West-Vlaanderen
8433,Middelkerke,West-Vlaanderen
8433,Middelkerke,West-Vlaanderen
8433,Middelkerke,West-Vlaanderen
8433,Middelkerke,West-Vlaanderen
8434,Middelkerke,West-Vlaanderen
8434,Middelkerke,West-Vlaanderen
8460,Oudenburg,West-Vlaanderen
8460,Oudenburg,West-Vlaanderen
8460,Oudenburg,West-Vlaanderen
8470,Gistel,West-Vlaanderen
8470,Gistel,West-Vlaanderen
8470,Gistel,West-Vlaanderen
8480,Ichtegem,West-Vlaanderen
8480,Ichtegem,West-Vlaanderen
8490,Jabbeke,West-Vlaanderen
8490,Jabbeke,West-Vlaanderen
8490,Jabbeke,West-Vlaanderen
8490,Jabbeke,West-Vlaanderen
8501,Kortrijk,West-Vlaanderen
8501,Kortrijk,West-Vlaanderen
8510,Kortrijk,West-Vlaanderen
8510,Kortrijk,West-Vlaanderen
8510,Kortrijk,West-Vlaanderen
8510,Kortrijk,West-Vlaanderen
8511,Kortrijk,West-Vlaanderen
8531,Harelbeke,West-Vlaanderen
8531,Harelbeke,West-Vlaanderen
8551,Zwevegem,West-Vlaanderen
8552,Zwevegem,West-Vlaanderen
8553,Zwevegem,West-Vlaanderen
8554,Zwevegem,West-Vlaanderen
8560,Wevelgem,West-Vlaanderen
8560,Wevelgem,West-Vlaanderen
8570,Anzegem,West-Vlaanderen
8570,Anzegem,West-Vlaanderen
8570,Anzegem,West-Vlaanderen
8572,Anzegem,West-Vlaanderen
8573,Anzegem,West-Vlaanderen
8581,Avelgem,West-Vlaanderen
8581,Avelgem,West-Vlaanderen
8582,Avelgem,West-Vlaanderen
8583,Avelgem,West-Vlaanderen
8587,Espierres-Helchin,West-Vlaanderen
8587,Espierres-Helchin,West-Vlaanderen
8587,Spiere-Helkijn,West-Vlaanderen
8587,Spiere-Helkijn,West-Vlaanderen
8600,Diksmuide,West-Vlaanderen
8600,Diksmuide,West-Vlaanderen
8600,Diksmuide,West-Vlaanderen
8600,Diksmuide,West-Vlaanderen
8600,Diksmuide,West-Vlaanderen
8600,Diksmuide,West-Vlaanderen
8600,Diksmuide,West-Vlaanderen
8600,Diksmuide,West-Vlaanderen
8600,Diksmuide,West-Vlaanderen
8600,Diksmuide,West-Vlaanderen
8600,Diksmuide,West-Vlaanderen
8600,Diksmuide,West-Vlaanderen
8600,Diksmuide,West-Vlaanderen
8600,Diksmuide,West-Vlaanderen
8600,Diksmuide,West-Vlaanderen
8610,Kortemark,West-Vlaanderen
8610,Kortemark,West-Vlaanderen
8610,Kortemark,West-Vlaanderen
8620,Nieuwpoort,West-Vlaanderen
8620,Nieuwpoort,West-Vlaanderen
8630,Veurne,West-Vlaanderen
8630,Veurne,West-Vlaanderen
8630,Veurne,West-Vlaanderen
8630,Veurne,West-Vlaanderen
8630,Veurne,West-Vlaanderen
8630,Veurne,West-Vlaanderen
8630,Veurne,West-Vlaanderen
8630,Veurne,West-Vlaanderen
8630,Veurne,West-Vlaanderen
8630,Veurne,West-Vlaanderen
8630,Veurne,West-Vlaanderen
8640,Vleteren,West-Vlaanderen
8640,Vleteren,West-Vlaanderen
8640,Vleteren,West-Vlaanderen
8647,Lo-Reninge,West-Vlaanderen
8647,Lo-Reninge,West-Vlaanderen
8647,Lo-Reninge,West-Vlaanderen
8647,Lo-Reninge,West-Vlaanderen
8650,Houthulst,West-Vlaanderen
